# range -128..128
# sum of line must not exceed the range!

# Gaussian Signma = 0.15 with 10% Scanlines

# horizontal coefficients
  0, 128,   0,   0
  0, 128,   0,   0
  0, 128,   0,   0
  0, 128,   0,   0
  0, 128,   0,   0
  0, 128,   0,   0
  0, 128,   0,   0
  0, 121,   7,   0
  0,  64,  64,   0
  0,   7, 121,   0
  0,   0, 128,   0
  0,   0, 128,   0
  0,   0, 128,   0
  0,   0, 128,   0
  0,   0, 128,   0
  0,   0, 128,   0

# vertical coefficients
   0, 128,   0,   0
   0, 127,   0,   0
   0, 126,   0,   0
   0, 123,   1,   0
   0, 119,   2,   0
   0, 113,   6,   0
   0, 103,  14,   0
   0,  85,  31,   0
   0,  58,  58,   0
   0,  31,  85,   0
   0,  14, 103,   0
   0,   6, 113,   0
   0,   2, 119,   0
   0,   1, 123,   0
   0,   0, 126,   0
   0,   0, 127,   0
